Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
79545.45857431680,5.682861321615590,7.009188142792240,4.09,23086.800502686500,1059033.5578701200
79248.64245482570,6.0028998082752400,6.730821019094920,3.09,40173.07217364480,1505890.91484695
61287.067178656800,5.865889840310000,8.512727430375100,5.13,36882.15939970460,1058987.9878760800
63345.24004622800,7.1882360945186400,5.586728664827650,3.26,34310.24283090710,1260616.8066294500
59982.197225708000,5.040554523106280,7.839387785120490,4.23,26354.109472103100,630943.4893385400
80175.7541594853,4.9884077575337100,6.104512439428880,4.04,26748.428424689700,1068138.0743935300
64698.46342788770,6.025335906887150,8.147759585023430,3.41,60828.24908540720,1502055.8173744100
78394.33927753090,6.9897797477182800,6.620477995185030,2.42,36516.358972493800,1573936.5644777200
59927.66081334960,5.36212556960358,6.3931209805509000,2.3,29387.39600281590,798869.5328331630
81885.92718409570,4.423671789897880,8.167688003472350,6.1,40149.96574921340,1545154.8126419600
80527.47208292290,8.09351268063935,5.042746799645980,4.1,47224.35984022190,1707045.722158060
50593.69549704280,4.496512793097040,7.467627404008020,4.49,34343.991885578800,663732.3968963270
39033.809236982400,7.671755372854430,7.250029317273500,3.1,39220.36146737250,1042814.0978200900
73163.6634410467,6.919534825456560,5.9931879009455700,2.27,32326.123139488100,1291331.5184858200
69391.3801843616,5.344776176735730,8.406417714534250,4.37,35521.294033173200,1402818.2101658500
73091.86674582320,5.443156466535470,8.517512711137980,4.01,23929.524053268000,1306674.6599512000
79706.96305765740,5.067889591058970,8.219771123286260,3.12,39717.81357630950,1556786.6001947700
61929.07701808930,4.788550241805890,5.0970095543775600,4.3,24595.90149782300,528485.2467305960
63508.19429943000,5.947165139552470,7.187773835329730,5.12,35719.653052030900,1019425.9367578300
62085.27640340490,5.739410843630570,7.09180810424997,5.49,44922.106702293100,1030591.4292116100
86294.99908871060,6.627456939781740,8.011897853150560,4.07,47560.77533629520,2146925.339888660
60835.08997885400,5.551221591990330,6.517175038094780,2.1,45574.74166225800,929247.5995364
64490.65026675510,4.210322870054840,5.478087730769140,4.31,40358.96010561760,718887.2315009280
60697.35153944830,6.1704840908385000,7.150536572335960,6.34,28140.96708772480,743999.8191601970
59748.85548697420,5.3393398807459,7.7486816056066000,4.23,27809.986543758900,895737.1333835080
56974.47653879640,8.287562193759010,7.3128799714630100,4.33,40694.86951302230,1453974.5059508700
82173.62607584600,4.018524684942810,6.992698756791840,2.03,38853.91806648170,1125692.507295290
64626.88097813550,5.443359590192100,6.98875353866204,4.0,27784.742280185900,975429.4927929220
90499.0574513475,6.3843589207152000,4.242191301572630,3.04,33970.16499037130,1240763.765571480
59323.79209970040,6.9778279401788400,8.273697077776600,4.07,37520.65773244970,1577017.7600015500
77811.52203457450,5.31446021480662,6.686686133004720,3.24,33754.737804984600,1246830.1884286300
68652.60921090660,6.124342100310330,6.290820166996660,4.42,39355.625729470300,1170720.893654290
55041.35158333920,7.127128552732310,8.591923294114,5.36,30122.473483557900,1071279.210244540
50218.708463000700,6.118808130610340,7.333554072097740,6.29,16810.783311257900,534305.1323349290
55909.322295153500,5.419562910682710,9.289854372258820,6.0,22355.235406669100,936368.9634048610
74372.81020915510,5.500128572841660,6.593045603910360,2.07,39395.15118232910,1199193.8313295100
78667.90459764740,5.470652206754400,7.780836692853300,4.1,27637.656548219000,1233220.009477810
78699.51510291030,5.6527836365363000,6.756453856250770,3.01,22836.60756949130,1081150.1254838100
53128.18544891440,5.180664124823800,5.4269028586106200,2.39,32947.711955068900,524712.7660674530
17796.631189543400,4.9495570055571100,6.713905444702090,2.5,47162.183643191400,302355.83597895600
58566.84936342060,6.5796914528777400,5.034525351903060,2.17,39705.4649593564,1026817.399788460
75537.79451000030,7.8452159144441700,7.555660720822220,6.3,32778.1953418883,1762214.6795818900
46147.053056343400,6.623332829320710,7.606831549667410,4.43,27161.12860794620,882057.1705928420
70421.4764876077,6.9070829699853100,7.634318731446650,4.44,43183.928487881000,1744932.210990930
62614.420619127300,5.499309697116080,7.440505217892160,6.32,26888.57956293910,1153871.4695016300
66394.87158584830,7.069512153837190,7.204639709248290,3.18,39741.07750943350,1499988.8795226100
73946.85107397820,4.863154306054970,7.537182365353190,6.35,35261.12701836900,1109588.380162510
69144.74570743980,7.296224496862650,5.928223472951470,3.22,19030.6154867746,980177.3051371260
77278.69702818660,6.238891014754010,6.919204136372870,2.13,21725.95428963470,1323952.027425180
86754.1966286121,6.604439818568120,6.252454805349370,4.02,43017.440757153600,1662494.7355443900
74399.84098191420,6.382452912235430,7.252665322385220,6.36,41084.6628246322,1417819.740218090
49408.198340144300,5.825920475606760,5.831738972572460,3.32,26881.130597967100,549976.1455595790
62279.790051573900,6.108449991281680,6.306116349848910,4.12,35263.65313745240,1054770.980647530
73078.20408561830,5.923906389599880,6.445456690525840,3.32,54915.961781984000,1415647.553437240
72942.70505913400,4.786222295086710,7.3198855301255500,6.41,24377.909049316600,948788.2757094480
63819.62285114140,5.949839470643140,8.022469239326930,4.09,27825.57206129440,1159596.518619620
73265.44988790640,8.314761978982550,7.4255974600340900,3.24,21030.96617717160,1547133.3964004500
68488.13117301990,6.116111748260710,7.182527480002910,5.08,18267.954705638800,1186688.505938350
55193.857453150100,7.186120666999300,5.096917456207580,4.01,32537.818768918000,772111.9721021010
77434.68924044500,6.309271353146580,5.219754029195480,3.06,36252.34068234430,1172730.1557693200
66158.88158501310,4.4764290664648500,6.91174261004152,2.28,37098.74217235170,1111085.0168910600
60502.909333844500,7.533380986145510,5.731824124869710,4.23,33579.631512167600,1022781.1707429100
60910.893793329700,5.6354667376139100,7.3259737812411700,4.2,43347.804001154500,1274474.5458934900
73931.97852158840,6.39410766659858,4.580839920871760,4.32,36543.067280548100,1213530.8498658700
59539.94845013640,6.018590243347790,7.007676165647250,5.43,58600.82714967580,1411730.4772588300
56547.507187403800,5.435415182555820,6.515149876905350,3.13,37585.27457622870,858685.5659249560
65950.34701683300,5.476513157767190,6.71784430631321,3.28,40110.847604950700,1200961.8209226300
74533.16208198750,6.679353130059200,5.919230725467020,4.0,49481.56580760430,1520234.2293774600
66422.91905176670,7.122071850326430,7.078583744940180,6.36,31019.324820690400,1360908.3196200100
74334.49484891060,5.419012564079200,6.261535284081700,4.12,41640.435660656700,1360920.5303860800
63538.34615822220,4.764499308149970,7.168662410843210,3.27,43282.18300425020,1146532.4547405600
83953.10483909660,7.385134534015020,6.898846568957160,3.08,37283.35764595180,1789098.5206914900
57279.06357585890,5.118108904793300,6.561520216102700,3.17,44023.79068493210,852099.4640268540
56553.5502526617,5.691129212559010,7.021252354277720,3.15,29682.409864227800,746096.728900488
75795.57598259100,5.7867800238068200,7.327325342996360,6.25,33197.77774263010,1534479.906564420
70848.78865873710,5.282325020456480,6.7664446637172500,3.27,40458.735869517400,1215608.5310559700
59787.40450393620,5.653120315532120,6.594592279140100,3.43,32402.107549146800,941594.3284107700
64826.37189495600,4.010907337105420,8.290419812591510,4.38,60286.043101357700,1204598.0374631300
65925.8537962682,7.605511953651170,7.070409540665200,3.28,34171.360073668700,1597655.2584122800
64419.25263834640,6.954422125564920,8.51616004802799,6.16,39318.17075472390,1492011.4958621300
58544.460298238800,8.562610576392460,7.276308629143930,4.28,30865.58695374530,1421216.5044408600
68791.79168848530,4.7255522284996300,6.704201604222820,4.11,48423.32244417690,1132522.9012947100
82061.56520383860,4.18282822762296,5.963031884078480,4.1,36271.408495749200,1102821.4381808100
80659.52544359620,5.43630620204688,7.1007534318037700,6.24,52947.03636008710,1856211.350359600
66668.09352103540,6.184965338620100,7.863127436732540,3.35,47075.21223266850,1687998.9329604700
64721.56449637060,5.677637526773960,6.971331701061320,4.48,36115.81636440280,1063423.0072648700
65199.989940295,6.4457428983166900,6.937127028132980,3.2,28366.035431853400,1177289.88620479
74579.98952724630,4.639654130697790,5.521489298839980,3.07,42806.146643801300,1173474.3788373200
76273.67032549290,7.879751800787580,4.500165347584370,3.39,46974.57878575340,1637259.9986677900
67561.94206013890,5.251400747142780,7.658576338909920,4.04,35517.54187040430,1238938.2905320000
48904.983269316800,4.8449725308343600,5.448956029609430,3.38,32960.75307019120,201898.08657249600
72145.96721315150,6.398625990192600,8.258634923487290,6.06,28882.900854673700,1439506.1015570100
70805.61068360140,4.4437289238424600,5.809147305516640,3.3,29268.826741684700,585608.6326222320
65383.337917286900,7.512526778745120,6.6400320037540000,3.46,35114.402463487400,1294685.1585470100
95450.29308601320,6.595060684781340,6.850361008137980,3.33,39388.515521077500,2014851.344161520
73698.69635729130,6.3727309322299500,6.5783520737636300,4.33,51815.09641862210,1840236.0058026900
66263.91050116330,6.374930066018740,6.7369741310107400,4.41,49829.951500481400,1441421.912993610
75394.75958162160,6.933352467549660,7.834099800649180,4.48,22268.07530558210,1498640.5506503700
65984.75064485830,6.512270085009220,6.316480020228280,2.38,21867.47693989450,954746.5764328240
66477.26279229040,6.982151725125710,6.038487979300020,2.37,32458.98669901380,1124635.9316285900
69284.25963691330,5.3474470914238700,7.1734258851799900,3.45,40282.72428010050,1169944.2477587500
70404.49610371920,5.544083725506500,6.001261362192470,2.02,37127.925501004200,1114430.95342313
74218.4890218834,8.069721867473750,6.506374302162950,4.37,46770.6609678888,1783534.8388273600
63441.71464512620,6.471673726586270,7.064811136062070,3.22,48061.75267334160,1302933.2475692800
57493.924570279500,6.8932601570417900,6.734045416240350,4.41,47039.21532294130,1241483.6118732500
81543.77731533440,5.503923196339870,5.897052836266330,2.14,9816.300884708530,954114.5439535480
78633.97375508900,5.465393231160200,7.53114301190621,3.24,43728.803486197100,1555320.5000011200
52202.853719713500,4.869306181391180,4.414380865779890,2.23,42165.81245686790,404976.365896227
67980.38878192920,5.562938814255570,6.159705222415730,2.44,25909.079196423900,1073183.759841630
78568.44916405230,5.475737319995330,6.291600795963250,2.29,41016.64709111230,1422195.8794505700
55472.65482690560,4.822147136010050,5.8559723089516900,3.2,15353.956428663000,340605.2113124610
67579.23479443130,5.973219004488520,7.754357545442310,6.32,21762.949685625400,1170959.5262846100
61456.15070378090,6.882954326433160,6.417572621814380,4.19,30821.41208657690,942838.1647218130
60815.39039496140,7.170128530473720,7.984335122159100,4.11,31233.649345910100,1401613.9197693200
51217.181160371800,5.384841407498110,8.776160033559260,3.41,47089.47508109750,1175504.48633204
63027.67471485830,4.855968121105960,5.580905937457930,2.3,35991.72063788780,608794.2466921950
62484.855299128,6.496651466369280,7.322709774158180,5.13,26882.651794677200,946943.0362171360
73923.4662743976,7.005505784838960,7.13506334705251,6.04,58745.312027558900,1819900.6366437100
79737.60976390010,7.315957927203860,6.6110960049951700,2.17,28307.314325645000,1463130.2729789400
63890.47156766460,4.97230656848968,7.916386397194930,5.49,43416.497820927900,1252391.1798421700
67310.03695278610,7.19379298887946,7.760732554508710,5.28,43310.61242826770,1714445.1746365800
73145.73021780260,4.096517242790360,7.25421743282951,3.18,49463.37887902850,1291759.392660680
86924.35876562170,6.832939698754410,7.738295553417700,6.32,28719.41088814550,1809154.2893631700
74384.10562904490,7.411486570673660,5.1648654759782900,2.3,17117.443674840800,1200539.361167780
67477.78818404300,6.6235282933178200,7.916171659861110,5.1,29763.92534861560,1300265.2104154700
71202.9569203271,4.318869132877140,6.634954065509120,4.37,34207.397208470100,997448.7280769940
85845.31779919550,6.743652960918070,9.468766369195870,3.46,46477.67868450170,2152959.4089430900
72138.87048244950,7.163640935330660,8.485778262707220,5.45,35799.638274321800,1629983.8467032400
44806.00516405550,4.494570527956870,4.7253251166241900,3.1,57390.89007381040,497579.4465868730
67504.1784594896,5.329798508888410,5.89441194891935,4.36,37441.12054361440,890112.5493178920
74706.10053171060,5.003327764385790,5.661064126685240,2.05,39680.609320436100,1064685.698733540
68898.34591339420,6.7876485292640500,7.871352644418110,6.39,39515.57156160540,1530124.0163169000
58118.01816079890,8.13721447105525,5.65090028566729,4.36,35598.390437472000,1246246.8277597600
77643.28308709670,6.070115922340350,5.381038359373990,4.45,35512.2550468822,1240754.932046380
67769.82559099870,8.074693667681720,6.7616314076168800,4.22,33254.60340942820,1760734.6903640100
74411.05989226670,5.534627543649980,7.2101233611688500,6.44,43537.50294550510,1393746.760467430
73101.07879766860,4.1041299227226100,8.920333221277760,4.35,29497.971293353700,1172385.8977045600
58708.417156740100,5.083861035728070,6.262825883607430,4.07,15969.926041239800,483986.10899253000
63876.0599100904,7.080219325540690,7.187432974886650,3.37,38052.87644316600,1388530.1566836100
68343.15409141900,6.39244379007958,8.42511289496364,6.2,40653.87006540170,1721739.3841385000
73064.97996128000,5.994062799456890,7.204368895136860,6.19,30699.33971051110,1276448.7920429700
67367.26808279870,6.774710808664320,6.690894898640920,2.49,32547.272533076600,1161742.677446360
66547.18175159240,6.350672041927900,5.305000412053220,2.04,16741.964987126700,786407.9451174280
73313.5453841825,6.4147232356051800,8.492901228869570,4.46,37808.99667212120,1604920.973458410
47681.361733034500,6.890508224210210,7.788267986215610,5.13,50908.97890911070,1230149.1367864400
